Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000121211,MND1,protein_coding,1,1,3,4,7,1,4,5
ENSG00000121236,TRIM6,protein_coding,4,4,7,4,108,41,57,120
ENSG00000121270,ABCC11,protein_coding,16,30,36,53,5,2,0,4
ENSG00000121274,TENT4B,protein_coding,2387,2705,2302,2539,860,239,301,886
ENSG00000121281,ADCY7,protein_coding,65,72,178,174,230,94,79,198
ENSG00000121289,CEP89,protein_coding,1615,1730,1844,2329,155,68,77,203
ENSG00000121297,TSHZ3,protein_coding,85,84,94,98,373,125,114,325
ENSG00000121310,ECHDC2,protein_coding,4074,4744,4065,4908,350,160,207,554
ENSG00000121314,TAS2R8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000121316,PLBD1,protein_coding,0,1,0,0,37,9,26,81
ENSG00000121318,TAS2R10,protein_coding,1,3,0,1,4,0,0,4
ENSG00000121335,PRB2,protein_coding,0,0,0,0,1,0,0,0
ENSG00000121350,PYROXD1,protein_coding,266,362,459,514,169,64,63,192
ENSG00000121351,IAPP,protein_coding,0,0,0,2,0,0,0,0
ENSG00000121361,KCNJ8,protein_coding,0,0,0,0,61,12,50,106
ENSG00000121377,TAS2R7,protein_coding,0,0,0,0,0,0,0,0
ENSG00000121380,BCL2L14,protein_coding,7,7,19,11,0,1,1,4
ENSG00000121381,TAS2R9,protein_coding,0,0,0,2,0,0,0,0
ENSG00000121390,PSPC1,protein_coding,4676,5524,3762,4158,240,67,98,277
ENSG00000121406,ZNF549,protein_coding,413,525,507,554,151,63,69,211
ENSG00000121410,A1BG,protein_coding,11,24,12,8,0,0,0,3
ENSG00000121413,ZSCAN18,protein_coding,566,613,634,848,4,2,1,2
ENSG00000121417,ZNF211,protein_coding,1089,1243,675,723,459,153,198,497
ENSG00000121440,PDZRN3,protein_coding,663,806,515,736,13,3,10,21
ENSG00000121446,RGSL1,protein_coding,0,1,7,6,0,0,0,0
ENSG00000121454,LHX4,protein_coding,186,194,175,184,50,10,21,50
ENSG00000121481,RNF2,protein_coding,1141,1384,1225,1233,955,292,274,702
ENSG00000121486,TRMT1L,protein_coding,2295,2695,2597,2854,399,123,141,381
ENSG00000121542,SEC22A,protein_coding,273,368,449,525,481,186,182,504
ENSG00000121552,CSTA,protein_coding,34,43,44,46,3,0,2,3
ENSG00000121570,DPPA4,protein_coding,0,0,1,0,0,0,0,0
ENSG00000121577,POPDC2,protein_coding,21,18,24,37,23,4,11,23
ENSG00000121578,B4GALT4,protein_coding,1632,1776,1274,1511,1174,396,401,1135
ENSG00000121579,NAA50,protein_coding,12050,13370,11369,13527,1132,286,431,1423
ENSG00000121594,CD80,protein_coding,5,3,4,2,2,3,2,6
ENSG00000121621,KIF18A,protein_coding,479,567,522,491,259,79,120,275
ENSG00000121634,GJA8,protein_coding,0,2,0,0,0,0,0,0
ENSG00000121644,DESI2,protein_coding,1888,2126,1427,1588,3607,1091,832,2253
ENSG00000121653,MAPK8IP1,protein_coding,864,997,703,1369,247,90,115,246
ENSG00000121671,CRY2,protein_coding,746,875,423,708,259,84,136,325
ENSG00000121680,PEX16,protein_coding,250,299,237,432,68,24,39,93
ENSG00000121690,DEPDC7,protein_coding,1,0,0,0,0,0,0,0
ENSG00000121691,CAT,protein_coding,2406,2742,5011,6648,2152,707,703,1809
ENSG00000121716,PILRB,protein_coding,72,84,66,84,107,29,64,136
ENSG00000121741,ZMYM2,protein_coding,9189,10678,7304,7260,6034,1941,1377,3928
ENSG00000121742,GJB6,protein_coding,0,0,0,0,1,0,0,2
ENSG00000121743,GJA3,protein_coding,6,9,5,17,6,4,7,16
ENSG00000121749,TBC1D15,protein_coding,3735,4271,3893,4138,1328,381,375,1182
ENSG00000121753,ADGRB2,protein_coding,170,166,82,145,288,97,173,401
ENSG00000121764,HCRTR1,protein_coding,3,2,0,2,3,0,0,4
ENSG00000121766,ZCCHC17,protein_coding,2749,2961,3128,3628,1314,410,523,1397
ENSG00000121769,FABP3,protein_coding,66,45,87,84,48,16,14,34
ENSG00000121774,KHDRBS1,protein_coding,7717,9362,9653,10173,2173,806,450,1406
ENSG00000121775,TMEM39B,protein_coding,290,312,276,433,203,84,82,189
ENSG00000121797,CCRL2,protein_coding,0,1,2,4,345,118,101,328
ENSG00000121807,CCR2,protein_coding,4,10,1,5,0,0,0,0
ENSG00000121851,POLR3GL,protein_coding,308,310,440,635,26,17,18,61
ENSG00000121853,GHSR,protein_coding,0,0,0,0,0,0,0,0
ENSG00000121858,TNFSF10,protein_coding,893,924,265,227,29,10,6,13
ENSG00000121864,ZNF639,protein_coding,2230,2630,2299,2391,1487,458,476,1383
ENSG00000121871,SLITRK3,protein_coding,441,577,339,420,8,6,2,13
ENSG00000121879,PIK3CA,protein_coding,562,640,525,556,1980,597,641,1722
ENSG00000121892,PDS5A,protein_coding,9946,11237,9623,9123,3840,1231,1466,4122
ENSG00000121895,TMEM156,protein_coding,0,6,3,1,2975,944,1232,3172
ENSG00000121897,LIAS,protein_coding,414,482,952,858,75,40,57,176
ENSG00000121898,CPXM2,protein_coding,0,2,7,6,2,0,0,0
ENSG00000121900,TMEM54,protein_coding,1804,2333,1802,3080,616,251,412,1127
ENSG00000121903,ZSCAN20,protein_coding,1067,1120,754,860,0,0,0,0
ENSG00000121904,CSMD2,protein_coding,2,3,0,7,97,26,40,102
ENSG00000121905,HPCA,protein_coding,4,22,11,9,8,1,2,7
ENSG00000121931,LRIF1,protein_coding,1081,1249,1067,1022,571,188,241,712
ENSG00000121933,TMIGD3,protein_coding,2,2,0,0,1,0,0,1
ENSG00000121940,CLCC1,protein_coding,1900,2355,2994,3281,319,81,151,445
ENSG00000121957,GPSM2,protein_coding,1222,1365,1152,1262,1962,667,642,1668
ENSG00000121964,GTDC1,protein_coding,334,395,524,634,377,150,158,413
ENSG00000121966,CXCR4,protein_coding,116,147,30,31,144,46,6,24
ENSG00000121988,ZRANB3,protein_coding,251,275,540,566,300,113,150,412
ENSG00000121989,ACVR2A,protein_coding,411,448,466,525,566,186,196,534
ENSG00000122008,POLK,protein_coding,2080,2263,2280,2586,356,117,179,468
ENSG00000122012,SV2C,protein_coding,52,84,268,270,2,1,0,1
ENSG00000122025,FLT3,protein_coding,8,12,29,41,100,44,62,161
ENSG00000122026,RPL21,protein_coding,8309,8690,9886,12850,1205,269,280,593
ENSG00000122033,MTIF3,protein_coding,1563,1564,1667,1905,352,124,137,382
ENSG00000122034,GTF3A,protein_coding,3017,3399,2920,3773,4794,1735,1885,4787
ENSG00000122035,RASL11A,protein_coding,20,26,25,28,90,23,29,83
ENSG00000122042,UBL3,protein_coding,1106,1215,1216,1493,596,195,208,568
ENSG00000122068,FYTTD1,protein_coding,5673,6566,5624,5896,1979,628,657,1888
ENSG00000122085,MTERF4,protein_coding,10945,11989,4931,5756,97,36,57,150
ENSG00000122121,XPNPEP2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000122122,SASH3,protein_coding,0,1,3,1,1,0,0,1
ENSG00000122126,OCRL,protein_coding,3684,4137,3012,3500,1630,598,724,1963
ENSG00000122133,PAEP,protein_coding,9,6,15,15,4,0,0,2
ENSG00000122136,OBP2A,protein_coding,2,2,9,5,0,0,0,0
ENSG00000122140,MRPS2,protein_coding,1087,1238,1264,2051,753,329,416,1001
ENSG00000122145,TBX22,protein_coding,1,3,0,1,0,0,0,0
ENSG00000122176,FMOD,protein_coding,2,2,3,11,1,0,0,0
ENSG00000122180,MYOG,protein_coding,6,1,0,0,1,0,0,0
ENSG00000122188,LAX1,protein_coding,0,0,3,3,0,1,0,1
ENSG00000122194,PLG,protein_coding,1,2,1,3,0,1,1,1
ENSG00000122203,KIAA1191,protein_coding,4530,4802,3740,4630,2091,790,959,2688
ENSG00000122218,COPA,protein_coding,5379,6147,6326,7480,7019,2570,2519,6543
ENSG00000122223,CD244,protein_coding,0,0,0,0,1,0,0,1
ENSG00000122224,LY9,protein_coding,0,0,4,0,0,0,1,0
ENSG00000122254,HS3ST2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000122257,RBBP6,protein_coding,7087,8396,7255,7918,2458,709,699,2028
ENSG00000122299,ZC3H7A,protein_coding,2609,3227,2380,2438,215,62,78,201
ENSG00000122304,PRM2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000122335,SERAC1,protein_coding,221,222,116,119,301,104,134,328
ENSG00000122359,ANXA11,protein_coding,2831,3285,2699,3686,5338,1879,2520,6400
ENSG00000122367,LDB3,protein_coding,29,19,23,18,11,3,14,42
ENSG00000122375,OPN4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000122376,SHLD2,protein_coding,1149,1343,999,1106,491,145,194,520
ENSG00000122378,PRXL2A,protein_coding,222,236,215,343,0,1,0,0
ENSG00000122386,ZNF205,protein_coding,240,298,190,283,97,32,51,123
ENSG00000122390,NAA60,protein_coding,2851,3314,2042,2660,310,114,158,405
ENSG00000122406,RPL5,protein_coding,25457,27390,32713,39173,14966,4943,5080,13439
ENSG00000122417,ODF2L,protein_coding,1914,2331,1890,1967,1440,496,389,1003
ENSG00000122420,PTGFR,protein_coding,1827,2472,3329,3414,8,6,2,14
ENSG00000122432,SPATA1,protein_coding,130,148,67,61,7,3,4,17
ENSG00000122435,TRMT13,protein_coding,1100,1260,1908,1905,489,172,209,596
ENSG00000122477,LRRC39,protein_coding,41,60,42,50,23,10,7,19
ENSG00000122481,RWDD3,protein_coding,154,244,192,218,70,11,51,71
ENSG00000122482,ZNF644,protein_coding,5979,7122,6093,6208,8092,2476,2217,6539
ENSG00000122483,CCDC18,protein_coding,1114,1217,1340,1225,1835,624,621,1639
ENSG00000122484,RPAP2,protein_coding,1721,2136,2442,2498,805,257,395,1021
ENSG00000122490,SLC66A2,protein_coding,782,944,797,1160,86,34,53,149
ENSG00000122507,BBS9,protein_coding,412,525,646,791,506,159,189,532
ENSG00000122512,PMS2,protein_coding,1591,1875,2097,2230,454,185,270,683
ENSG00000122515,ZMIZ2,protein_coding,4118,4100,2036,3249,888,337,261,653
ENSG00000122543,OCM,protein_coding,0,1,0,0,0,0,0,1
ENSG00000122545,SEPTIN7,protein_coding,5795,6435,4602,4804,3455,1127,861,2453
ENSG00000122547,EEPD1,protein_coding,903,1029,608,973,450,220,130,356
ENSG00000122550,KLHL7,protein_coding,1249,1349,896,1054,328,87,135,332
ENSG00000122557,HERPUD2,protein_coding,991,988,1060,1090,804,316,259,788
ENSG00000122565,CBX3,protein_coding,14139,15719,14688,14937,3644,1193,1152,3077
ENSG00000122566,HNRNPA2B1,protein_coding,70957,78363,75097,89036,28662,8644,8505,23292
ENSG00000122574,WIPF3,protein_coding,10,3,14,11,115,54,57,224
ENSG00000122584,NXPH1,protein_coding,0,0,0,0,0,1,0,0
ENSG00000122585,NPY,protein_coding,0,0,0,0,13,4,8,12
ENSG00000122591,FAM126A,protein_coding,908,1102,1389,1528,1156,353,416,1183
ENSG00000122592,HOXA7,protein_coding,0,0,0,3,0,1,1,3
ENSG00000122641,INHBA,protein_coding,4,1,3,2,1553,674,615,1674
ENSG00000122642,FKBP9,protein_coding,918,1014,888,1165,733,257,224,602
ENSG00000122643,NT5C3A,protein_coding,752,799,810,809,307,99,110,260
ENSG00000122644,ARL4A,protein_coding,136,170,148,203,407,109,94,201
ENSG00000122674,CCZ1,protein_coding,297,306,241,351,97,27,39,95
ENSG00000122678,POLM,protein_coding,832,948,648,891,1046,387,349,876
ENSG00000122679,RAMP3,protein_coding,0,0,0,0,0,0,0,0
ENSG00000122687,MRM2,protein_coding,3,11,3,11,4,2,0,2
ENSG00000122691,TWIST1,protein_coding,821,1170,582,635,206,77,91,213
ENSG00000122692,SMU1,protein_coding,5261,6060,5657,6677,1659,495,618,1660
ENSG00000122694,GLIPR2,protein_coding,425,422,634,910,133,47,47,126
ENSG00000122696,SLC25A51,protein_coding,197,359,317,203,647,196,192,449
ENSG00000122705,CLTA,protein_coding,5046,5775,6474,7945,2281,832,875,2551
ENSG00000122707,RECK,protein_coding,366,346,273,304,347,130,123,335
ENSG00000122711,SPINK4,protein_coding,0,0,0,0,0,0,0,1
ENSG00000122728,TAF1L,protein_coding,47,79,59,66,2,2,1,2
ENSG00000122729,ACO1,protein_coding,2474,2673,3050,3926,1630,572,694,1897
ENSG00000122733,PHF24,protein_coding,2,2,5,2,3,3,5,9
ENSG00000122735,DNAI1,protein_coding,44,61,26,30,8,3,2,4
ENSG00000122741,DCAF10,protein_coding,1223,1344,1379,1534,743,277,285,794
ENSG00000122756,CNTFR,protein_coding,69,82,5,8,72,17,11,33
ENSG00000122778,KIAA1549,protein_coding,1833,2117,1160,1465,349,127,181,486
ENSG00000122779,TRIM24,protein_coding,5836,6642,4751,5348,1292,435,465,1328
ENSG00000122783,CYREN,protein_coding,356,433,628,742,108,54,78,201
ENSG00000122786,CALD1,protein_coding,12217,13709,21267,22168,1796,583,567,1698
ENSG00000122787,AKR1D1,protein_coding,9,15,18,27,1,0,0,2
ENSG00000122824,NUDT10,protein_coding,23,46,14,21,147,49,60,196
ENSG00000122852,SFTPA1,protein_coding,20,21,30,37,0,0,0,0
ENSG00000122859,NEUROG3,protein_coding,2,0,0,0,0,0,0,0
ENSG00000122861,PLAU,protein_coding,0,0,4,0,11734,5021,5037,13444
ENSG00000122862,SRGN,protein_coding,4,5,12,9,3268,1061,1099,3153
ENSG00000122863,CHST3,protein_coding,359,454,303,353,138,48,72,179
ENSG00000122870,BICC1,protein_coding,1,0,1,4,2405,690,585,1783
ENSG00000122873,CISD1,protein_coding,723,894,986,1431,887,280,356,1037
ENSG00000122877,EGR2,protein_coding,3,3,4,5,33,18,8,27
ENSG00000122882,ECD,protein_coding,2202,2723,2218,2596,3676,1295,1601,4620
ENSG00000122884,P4HA1,protein_coding,10667,11834,3443,4381,20755,7070,2507,6412
ENSG00000122912,SLC25A16,protein_coding,1123,1330,1990,2379,520,154,206,543
ENSG00000122952,ZWINT,protein_coding,4627,5570,5605,6135,5947,2023,2169,5642
ENSG00000122958,VPS26A,protein_coding,2683,3257,2952,3548,1475,513,570,1570
ENSG00000122965,RBM19,protein_coding,592,708,667,777,203,50,132,326
ENSG00000122966,CIT,protein_coding,2274,2424,1741,1876,1385,511,574,1530
ENSG00000122970,IFT81,protein_coding,2298,2595,1881,1844,469,150,132,384
ENSG00000122971,ACADS,protein_coding,183,214,233,539,46,18,33,61
ENSG00000122986,HVCN1,protein_coding,11,25,22,33,5,2,3,9
ENSG00000123064,DDX54,protein_coding,3412,3798,3758,5350,418,157,323,804
ENSG00000123066,MED13L,protein_coding,3739,3971,2369,2738,2181,686,784,2223
ENSG00000123080,CDKN2C,protein_coding,1501,1748,1274,1700,702,240,258,728
ENSG00000123091,RNF11,protein_coding,7522,8557,7106,7944,612,148,156,546
ENSG00000123094,RASSF8,protein_coding,350,369,420,454,9014,2566,1696,4864
ENSG00000123095,BHLHE41,protein_coding,370,385,174,221,7134,2348,1711,5065
ENSG00000123096,SSPN,protein_coding,0,0,0,1,705,255,188,636
ENSG00000123104,ITPR2,protein_coding,421,498,775,669,4179,1162,758,2025
ENSG00000123106,CCDC91,protein_coding,1605,1864,1622,1509,1099,322,278,957
ENSG00000123119,NECAB1,protein_coding,3,4,1,4,11,1,1,3
ENSG00000123124,WWP1,protein_coding,5713,6633,5325,5468,4430,1330,1324,3545
ENSG00000123130,ACOT9,protein_coding,1155,1525,1144,1281,1467,480,420,1226
ENSG00000123131,PRDX4,protein_coding,3203,3782,3042,3826,5002,1714,1406,3532
ENSG00000123136,DDX39A,protein_coding,1581,1989,1700,2070,499,177,296,772
ENSG00000123143,PKN1,protein_coding,2906,3413,2365,4322,1500,543,961,2266
ENSG00000123144,TRIR,protein_coding,4345,5093,4820,7467,1276,478,602,1569
ENSG00000123146,ADGRE5,protein_coding,409,513,454,730,1021,344,174,589
ENSG00000123154,WDR83,protein_coding,155,178,168,254,22,11,17,45
ENSG00000123159,GIPC1,protein_coding,2660,3047,2268,3057,1346,579,752,1801
ENSG00000123165,ACTRT1,protein_coding,5,11,4,7,0,0,0,0
ENSG00000123171,CCDC70,protein_coding,0,0,0,1,4,0,0,7
ENSG00000123178,SPRYD7,protein_coding,1093,1265,1148,1376,216,93,82,210
ENSG00000123179,EBPL,protein_coding,717,1001,1116,1254,239,92,101,265
ENSG00000123191,ATP7B,protein_coding,541,597,392,518,143,41,60,146
ENSG00000123200,ZC3H13,protein_coding,9108,10542,8641,9681,236,75,102,293
ENSG00000123213,NLN,protein_coding,2812,3310,4911,5342,403,120,233,569
ENSG00000123219,CENPK,protein_coding,735,743,925,915,150,45,45,128
ENSG00000123240,OPTN,protein_coding,817,919,421,684,1331,473,349,1080
ENSG00000123243,ITIH5,protein_coding,0,5,0,1,0,0,0,0
ENSG00000123268,ATF1,protein_coding,1745,1873,1509,1688,595,225,233,565
ENSG00000123297,TSFM,protein_coding,17,35,25,34,18,2,13,26
ENSG00000123307,NEUROD4,protein_coding,0,0,0,0,0,0,1,0
ENSG00000123329,ARHGAP9,protein_coding,10,11,33,44,5,2,1,0
ENSG00000123338,NCKAP1L,protein_coding,2,0,5,2,0,0,0,1
ENSG00000123342,MMP19,protein_coding,1,3,2,5,40,14,11,32
ENSG00000123349,PFDN5,protein_coding,310,433,233,291,189,49,46,159
ENSG00000123352,SPATS2,protein_coding,1909,2049,2001,2209,1876,630,434,1146
ENSG00000123353,ORMDL2,protein_coding,456,646,695,892,254,105,81,234
ENSG00000123358,NR4A1,protein_coding,733,684,299,428,59,26,29,70
ENSG00000123360,PDE1B,protein_coding,2,1,2,3,20,4,15,29
ENSG00000123364,HOXC13,protein_coding,574,563,244,351,167,37,80,223
ENSG00000123374,CDK2,protein_coding,1694,1997,2016,2287,1250,437,495,1275
ENSG00000123384,LRP1,protein_coding,4573,4445,1146,1286,1422,568,182,485
ENSG00000123388,HOXC11,protein_coding,3,0,3,6,17,11,23,39
ENSG00000123395,ATG101,protein_coding,426,444,288,563,173,60,91,237
ENSG00000123405,NFE2,protein_coding,0,1,3,0,11,1,12,28
ENSG00000123407,HOXC12,protein_coding,179,214,227,324,2,0,1,2
ENSG00000123411,IKZF4,protein_coding,376,345,316,327,74,26,43,109
ENSG00000123415,SMUG1,protein_coding,772,851,842,1102,254,104,145,346
ENSG00000123416,TUBA1B,protein_coding,4531,4731,4004,5657,4343,1606,2279,5486
ENSG00000123427,EEF1AKMT3,protein_coding,243,257,185,289,169,74,85,168
ENSG00000123444,KBTBD4,protein_coding,191,239,213,217,70,14,35,81
ENSG00000123453,SARDH,protein_coding,0,0,3,1,26,8,9,23
ENSG00000123454,DBH,protein_coding,0,0,0,0,0,1,0,1
ENSG00000123472,ATPAF1,protein_coding,6660,7748,9505,11231,1603,538,775,2119
ENSG00000123473,STIL,protein_coding,1658,1797,1850,1767,1638,566,595,1722
ENSG00000123485,HJURP,protein_coding,3758,4478,3707,3847,840,301,451,1322
ENSG00000123496,IL13RA2,protein_coding,0,2,4,1,5,7,0,6
ENSG00000123500,COL10A1,protein_coding,9,9,4,4,20,5,4,18
ENSG00000123505,AMD1,protein_coding,118429,141795,42560,44989,1717,468,863,2220
ENSG00000123545,NDUFAF4,protein_coding,521,684,813,857,279,87,190,486
ENSG00000123552,USP45,protein_coding,901,1123,1163,1041,557,190,189,602
ENSG00000123560,PLP1,protein_coding,25,15,1,5,0,1,0,1
ENSG00000123561,SERPINA7,protein_coding,0,2,1,0,0,0,0,0
ENSG00000123562,MORF4L2,protein_coding,18785,21276,19969,22897,8777,2889,2604,7409
ENSG00000123569,H2BW1,protein_coding,6,4,5,7,1,0,0,0
ENSG00000123570,RAB9B,protein_coding,39,59,44,66,168,56,47,142
ENSG00000123572,NRK,protein_coding,0,0,1,0,22,6,11,23
ENSG00000123575,FAM199X,protein_coding,3964,4725,3410,3527,1191,348,321,948
ENSG00000123576,ESX1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000123584,MAGEA9,protein_coding,0,0,0,0,0,0,0,0
ENSG00000123594,ATXN3L,protein_coding,0,0,0,0,0,0,0,0
ENSG00000123595,RAB9A,protein_coding,1804,2103,1092,1089,1432,422,412,1114
ENSG00000123600,METTL8,protein_coding,1129,1427,1480,1686,333,110,163,495
ENSG00000123607,TTC21B,protein_coding,3599,4347,3874,3712,2101,714,844,2248
ENSG00000123609,NMI,protein_coding,5,8,30,58,326,120,201,570
ENSG00000123610,TNFAIP6,protein_coding,0,0,0,0,0,0,0,0
ENSG00000123612,ACVR1C,protein_coding,13,5,8,11,23,1,9,19
ENSG00000123636,BAZ2B,protein_coding,686,801,704,820,514,153,178,625
ENSG00000123643,SLC36A1,protein_coding,341,416,392,539,130,42,66,166
ENSG00000123684,LPGAT1,protein_coding,2310,2502,2555,2791,3300,1149,1211,3406
ENSG00000123685,BATF3,protein_coding,10,12,20,25,23,8,31,60
ENSG00000123689,G0S2,protein_coding,0,0,0,0,103,38,48,174
ENSG00000123700,KCNJ2,protein_coding,10,9,24,16,40,3,25,72
ENSG00000123728,RAP2C,protein_coding,909,1020,933,922,938,293,279,746
ENSG00000123737,EXOSC9,protein_coding,2077,2289,2738,2806,398,117,162,435
ENSG00000123739,PLA2G12A,protein_coding,1039,1153,1532,1712,185,43,73,184
ENSG00000123810,B9D2,protein_coding,29,42,26,39,19,7,7,25
ENSG00000123815,COQ8B,protein_coding,832,956,647,897,123,51,50,138
ENSG00000123836,PFKFB2,protein_coding,1062,1250,1388,1508,83,27,56,150
ENSG00000123838,C4BPA,protein_coding,1,1,0,2,0,0,0,0
ENSG00000123843,C4BPB,protein_coding,1,2,1,1,0,0,0,1
ENSG00000123892,RAB38,protein_coding,2,2,1,3,2,1,0,2
ENSG00000123901,GPR83,protein_coding,1,3,7,7,3,1,1,4
ENSG00000123908,AGO2,protein_coding,4378,5165,4033,4301,5510,1865,1841,4677
ENSG00000123933,MXD4,protein_coding,3040,3593,2919,4394,636,204,264,603
ENSG00000123975,CKS2,protein_coding,2155,2403,2550,3494,1355,489,755,1805
ENSG00000123977,DAW1,protein_coding,0,0,0,0,26,5,6,17
ENSG00000123983,ACSL3,protein_coding,72134,89253,57262,65064,6737,2236,2497,7339
ENSG00000123989,CHPF,protein_coding,1327,1437,1276,2881,777,274,321,807
ENSG00000123992,DNPEP,protein_coding,900,994,964,1510,706,261,376,951
ENSG00000123999,INHA,protein_coding,11,4,4,3,118,40,5,17
ENSG00000124003,MOGAT1,protein_coding,1,0,0,2,0,0,0,0
ENSG00000124006,OBSL1,protein_coding,230,272,64,88,1566,566,298,775
ENSG00000124019,FAM124B,protein_coding,0,1,0,0,0,0,0,0
ENSG00000124067,SLC12A4,protein_coding,90,86,61,125,374,126,146,359
ENSG00000124074,ENKD1,protein_coding,477,641,481,588,43,12,26,51
ENSG00000124089,MC3R,protein_coding,0,1,0,0,0,0,0,0
ENSG00000124091,GCNT7,protein_coding,26,23,17,22,8,2,5,21
ENSG00000124092,CTCFL,protein_coding,0,2,4,2,0,0,1,0
ENSG00000124098,FAM210B,protein_coding,10576,11747,11252,14361,2140,806,997,2731
ENSG00000124102,PI3,protein_coding,10,4,4,2,226,88,57,188
ENSG00000124103,FAM209A,protein_coding,0,4,1,1,1,1,1,1
ENSG00000124104,SNX21,protein_coding,134,130,164,311,441,178,146,380
ENSG00000124107,SLPI,protein_coding,1652,2064,323,452,1811,737,731,2089
ENSG00000124116,WFDC3,protein_coding,21,23,11,27,197,85,37,99
ENSG00000124120,TTPAL,protein_coding,1165,1463,1591,1666,1446,525,680,1777
ENSG00000124126,PREX1,protein_coding,101,63,3,3,729,249,268,724
ENSG00000124134,KCNS1,protein_coding,3,3,2,2,14,4,4,6
ENSG00000124140,SLC12A5,protein_coding,0,1,1,3,215,89,93,445
ENSG00000124143,ARHGAP40,protein_coding,1,1,0,2,0,0,0,2
ENSG00000124145,SDC4,protein_coding,1329,1406,1195,1735,7882,3160,1927,4888
ENSG00000124151,NCOA3,protein_coding,1628,2005,1759,1794,5199,1682,1501,4292
ENSG00000124155,PIGT,protein_coding,4894,5219,4498,6429,4196,1535,1710,4731
ENSG00000124157,SEMG2,protein_coding,700,1049,31,51,0,0,0,0
ENSG00000124159,MATN4,protein_coding,1,3,8,2,4,0,0,6
ENSG00000124160,NCOA5,protein_coding,2190,2862,2788,3728,3167,1002,977,2797
ENSG00000124164,VAPB,protein_coding,4765,5863,6009,6743,4063,1400,1099,3300
ENSG00000124171,PARD6B,protein_coding,234,223,227,261,273,109,140,417
ENSG00000124172,ATP5F1E,protein_coding,8232,9032,9494,12814,926,312,344,951
