Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000294126,0,0,0,0,0,0,0,0
ENSG00000294127,0,0,0,0,0,0,0,0
ENSG00000294128,2,5,6,5,2,0,1,1
ENSG00000294129,0,0,0,0,0,0,0,0
ENSG00000294130,0,0,0,1,2,0,0,2
ENSG00000294131,98,96,119,137,8,7,8,28
ENSG00000294132,0,0,0,0,0,0,0,0
ENSG00000294133,0,4,7,10,0,0,2,1
ENSG00000294134,0,0,0,0,0,0,0,0
ENSG00000294135,0,0,0,0,0,0,0,0
ENSG00000294136,0,0,0,0,0,0,0,0
ENSG00000294137,0,0,0,0,0,0,0,0
ENSG00000294138,0,0,0,0,0,0,0,0
ENSG00000294139,0,0,0,0,0,0,0,1
ENSG00000294140,0,0,0,0,0,0,0,0
ENSG00000294141,0,0,1,0,0,0,0,0
ENSG00000294142,0,0,0,0,0,0,0,0
ENSG00000294143,0,0,0,0,0,0,0,0
ENSG00000294144,2,0,0,1,0,0,0,0
ENSG00000294145,0,0,0,0,0,0,0,0
ENSG00000294146,1,8,8,4,2,0,0,1
ENSG00000294147,0,0,0,0,0,0,0,0
ENSG00000294148,0,0,2,1,1,1,2,1
ENSG00000294149,0,0,0,0,0,0,0,0
ENSG00000294150,0,0,0,0,0,0,0,0
ENSG00000294151,23,25,9,29,0,0,0,0
ENSG00000294152,0,0,0,0,2,0,2,1
ENSG00000294153,263,240,285,352,130,56,24,56
ENSG00000294154,0,0,0,0,0,0,0,0
ENSG00000294155,22,21,26,20,2,0,0,0
ENSG00000294156,0,1,0,0,0,1,0,0
ENSG00000294157,0,0,2,0,1,1,0,1
ENSG00000294158,0,0,0,0,0,0,0,0
ENSG00000294159,2,3,0,1,1,1,1,7
ENSG00000294160,0,0,0,0,0,0,0,0
ENSG00000294161,0,0,0,0,0,0,0,0
ENSG00000294162,0,0,0,0,0,0,0,0
ENSG00000294163,0,0,0,0,0,0,0,0
ENSG00000294164,0,0,0,0,0,0,0,0
ENSG00000294165,2,5,6,8,1,1,0,2
ENSG00000294166,0,0,0,0,0,1,0,0
ENSG00000294167,1,1,0,1,0,0,0,0
ENSG00000294168,14,8,9,12,0,0,0,0
ENSG00000294169,0,0,0,0,0,0,0,0
ENSG00000294170,0,0,4,4,3,1,1,2
ENSG00000294171,0,0,0,0,0,0,0,0
ENSG00000294172,29,32,18,34,7,1,2,3
ENSG00000294173,0,0,0,0,21,13,5,7
ENSG00000294174,0,0,0,0,0,0,0,3
ENSG00000294175,0,0,0,0,0,0,0,0
ENSG00000294176,1,0,0,0,3,0,0,0
ENSG00000294177,11,5,4,7,1,0,0,2
ENSG00000294178,0,0,1,0,0,0,0,0
ENSG00000294179,0,0,0,0,0,0,1,2
ENSG00000294180,0,0,0,0,0,0,1,0
ENSG00000294181,0,0,0,0,0,0,0,0
ENSG00000294182,1,0,4,2,0,0,0,1
ENSG00000294183,0,0,1,0,0,2,0,0
ENSG00000294184,1,1,2,0,3,0,0,0
ENSG00000294185,0,2,4,2,4,4,1,8
ENSG00000294186,5,16,1,0,6,0,0,0
ENSG00000294187,0,0,0,1,73,18,89,212
ENSG00000294188,0,1,0,0,0,0,0,0
ENSG00000294189,0,0,0,0,0,0,0,0
ENSG00000294190,4,4,4,8,0,0,0,0
ENSG00000294191,0,0,0,0,0,0,0,0
ENSG00000294192,1,1,0,5,4,3,1,4
ENSG00000294193,0,0,0,0,0,0,0,0
ENSG00000294194,0,0,0,0,1,0,1,2
ENSG00000294195,0,0,0,0,0,0,0,0
ENSG00000294196,0,0,0,0,0,0,0,0
ENSG00000294197,12,9,28,26,0,1,0,2
ENSG00000294198,0,0,0,0,0,0,0,2
ENSG00000294199,0,3,2,0,30,7,18,61
ENSG00000294200,0,0,0,0,5,0,0,2
ENSG00000294201,0,0,0,0,1,0,0,0
ENSG00000294202,0,0,0,0,0,0,0,0
ENSG00000294203,1,1,2,4,2,0,0,0
ENSG00000294204,0,2,0,0,0,0,0,0
ENSG00000294205,4,7,7,9,1,0,0,0
ENSG00000294206,0,0,0,0,0,0,0,0
ENSG00000294207,0,3,8,6,0,0,0,1
ENSG00000294208,0,1,0,0,45,11,16,58
ENSG00000294209,3,2,9,9,1,0,1,1
ENSG00000294210,0,0,0,0,0,0,0,0
ENSG00000294211,1,3,3,2,1,0,0,1
ENSG00000294212,0,0,0,0,0,0,0,0
ENSG00000294213,308,321,180,229,2,4,2,11
ENSG00000294214,0,0,0,0,0,0,0,0
ENSG00000294215,0,0,1,0,0,0,0,0
ENSG00000294216,0,0,0,1,0,0,0,0
ENSG00000294217,0,0,0,0,0,0,0,0
ENSG00000294218,11,8,8,2,1,0,1,3
ENSG00000294219,0,0,0,0,0,0,0,0
ENSG00000294220,0,0,0,0,0,0,0,0
ENSG00000294221,8,2,2,2,1,0,1,6
ENSG00000294222,0,0,0,0,1,0,1,1
ENSG00000294223,0,0,1,0,0,0,0,0
ENSG00000294224,0,0,0,0,0,0,0,0
ENSG00000294225,0,0,0,0,1,0,0,0
ENSG00000294226,3,1,3,2,0,0,0,0
ENSG00000294227,0,0,1,0,2,3,2,3
ENSG00000294228,0,0,0,0,0,0,0,0
ENSG00000294229,0,0,0,1,0,0,2,0
ENSG00000294230,2,11,10,14,28,14,15,26
ENSG00000294231,22,16,38,46,2,0,5,5
ENSG00000294232,4,5,6,11,0,2,2,2
ENSG00000294233,0,0,0,0,0,0,0,0
ENSG00000294234,0,0,0,0,0,0,0,0
ENSG00000294235,19,16,6,16,1,0,0,3
ENSG00000294236,0,0,0,0,1,0,3,1
ENSG00000294237,0,0,1,0,0,1,0,1
ENSG00000294238,0,0,0,0,10,7,4,6
ENSG00000294239,0,0,0,0,0,0,0,1
ENSG00000294240,0,0,1,0,0,0,0,0
ENSG00000294241,0,0,0,0,0,0,0,0
ENSG00000294242,0,0,0,0,0,0,0,0
ENSG00000294243,0,0,0,0,0,0,0,0
ENSG00000294244,0,0,0,0,0,0,0,0
ENSG00000294245,0,0,0,0,0,0,0,1
ENSG00000294246,3,1,11,14,0,0,0,0
ENSG00000294247,11,12,8,7,8,5,5,9
ENSG00000294248,0,0,0,0,0,0,0,0
ENSG00000294249,0,1,0,0,0,0,0,0
ENSG00000294250,0,0,6,10,0,0,0,0
ENSG00000294251,0,0,0,0,0,0,0,0
ENSG00000294252,1,0,0,0,0,0,1,1
ENSG00000294253,0,0,0,0,0,0,0,0
ENSG00000294254,0,3,1,1,0,0,0,0
ENSG00000294255,3,2,0,0,416,119,4,10
ENSG00000294256,3,7,0,7,4,0,3,8
ENSG00000294257,5,3,4,7,0,0,0,0
ENSG00000294258,0,0,0,0,0,0,0,0
ENSG00000294259,0,0,0,0,0,0,0,0
ENSG00000294260,0,2,0,1,4,0,1,4
ENSG00000294261,0,0,0,0,0,0,0,0
ENSG00000294262,0,0,0,0,0,0,0,0
ENSG00000294263,0,0,0,0,0,0,1,1
ENSG00000294264,0,0,0,0,1,0,1,0
ENSG00000294265,0,0,0,0,0,0,0,0
ENSG00000294266,0,0,0,0,0,1,0,0
ENSG00000294267,0,0,0,0,0,0,0,0
ENSG00000294268,0,0,0,0,0,0,0,0
ENSG00000294269,0,0,0,0,1,0,0,1
ENSG00000294270,1,0,1,2,3,2,4,3
ENSG00000294271,0,0,0,0,0,0,0,0
ENSG00000294272,0,0,0,1,0,0,0,0
ENSG00000294273,0,0,0,0,1,0,0,0
ENSG00000294274,0,0,0,0,0,0,0,0
ENSG00000294275,0,0,0,0,0,0,1,0
ENSG00000294276,0,1,0,0,0,0,0,0
ENSG00000294277,0,1,2,0,2,2,2,5
ENSG00000294278,0,0,0,0,0,0,0,0
ENSG00000294279,126,148,311,441,21,15,11,34
ENSG00000294280,0,0,0,0,0,0,0,0
ENSG00000294281,1,3,0,0,0,0,0,2
ENSG00000294282,3,3,2,4,7,0,1,5
ENSG00000294283,0,1,1,0,0,0,0,0
ENSG00000294284,2,0,0,0,0,0,1,4
ENSG00000294285,0,0,0,0,0,0,0,0
ENSG00000294286,0,1,0,2,0,0,0,0
ENSG00000294287,0,0,0,0,0,0,0,1
ENSG00000294288,25,27,24,39,7,5,8,11
ENSG00000294289,0,0,0,0,0,0,2,0
ENSG00000294290,0,0,0,0,0,0,0,0
ENSG00000294291,0,0,0,0,0,0,0,0
ENSG00000294292,0,1,3,1,2,0,3,14
ENSG00000294293,0,1,0,0,1,0,0,0
ENSG00000294294,4,9,3,7,6,0,2,2
ENSG00000294295,0,0,0,0,0,0,0,0
ENSG00000294296,5,1,5,4,2,1,1,2
ENSG00000294297,0,1,1,0,2,0,1,0
ENSG00000294298,5,1,4,3,3,1,0,1
ENSG00000294299,0,0,0,0,0,0,0,0
ENSG00000294300,0,0,0,0,2,0,0,2
ENSG00000294301,1,1,0,0,0,0,1,0
ENSG00000294302,0,0,1,0,0,0,0,0
ENSG00000294303,0,0,0,1,0,0,0,0
ENSG00000294304,5,2,6,11,0,1,0,1
ENSG00000294305,30,18,32,36,8,1,1,25
ENSG00000294306,0,0,0,0,0,0,0,0
ENSG00000294307,0,0,0,0,0,0,0,0
ENSG00000294308,0,0,0,0,0,0,0,0
ENSG00000294309,0,0,0,0,0,0,0,0
ENSG00000294310,0,0,0,0,0,0,0,0
ENSG00000294311,0,0,0,0,0,0,0,0
ENSG00000294312,0,0,0,0,0,0,0,0
ENSG00000294313,10,28,22,22,3,0,1,1
ENSG00000294314,0,0,0,0,0,0,0,0
ENSG00000294315,0,2,0,0,0,0,0,0
ENSG00000294316,0,0,0,0,0,0,0,0
ENSG00000294317,0,0,0,0,0,0,0,0
ENSG00000294318,3,5,2,1,1,0,0,0
ENSG00000294319,0,0,0,0,0,0,0,0
ENSG00000294320,0,0,0,0,0,0,0,0
ENSG00000294321,0,0,0,0,0,0,0,0
ENSG00000294322,0,0,0,0,0,0,0,0
ENSG00000294323,0,0,0,0,0,0,0,0
ENSG00000294324,0,0,2,0,0,0,1,1
ENSG00000294325,0,0,0,0,0,0,0,0
ENSG00000294326,0,0,0,0,0,0,0,0
ENSG00000294327,0,0,0,0,0,0,0,0
ENSG00000294328,0,3,4,13,2,1,3,6
ENSG00000294329,0,1,0,0,0,0,1,1
ENSG00000294330,2,0,0,0,0,0,0,0
ENSG00000294331,4,3,9,13,4,1,6,9
ENSG00000294332,0,0,0,0,0,0,0,0
ENSG00000294333,0,2,3,4,5,0,1,1
ENSG00000294334,0,0,0,3,0,0,0,0
ENSG00000294335,0,0,1,1,0,0,0,0
ENSG00000294336,20,16,4,6,3,6,3,11
ENSG00000294337,0,0,0,0,0,0,0,0
ENSG00000294338,3,2,5,0,0,0,2,0
ENSG00000294339,0,1,0,1,0,0,0,0
ENSG00000294340,0,0,0,0,0,0,0,0
ENSG00000294341,0,0,0,0,0,0,0,0
ENSG00000294342,0,0,0,2,0,0,0,0
ENSG00000294343,1,0,2,2,2,0,0,3
ENSG00000294344,0,0,0,1,2,0,1,0
ENSG00000294345,0,0,0,0,0,0,0,0
ENSG00000294346,0,1,0,1,2,1,0,4
ENSG00000294347,1,0,0,3,1,0,0,0
ENSG00000294348,0,0,0,0,0,0,0,0
ENSG00000294349,0,0,0,0,0,0,0,0
ENSG00000294350,0,1,0,0,0,1,0,0
ENSG00000294351,0,0,0,0,0,0,0,0
ENSG00000294352,0,1,1,4,0,0,0,0
ENSG00000294353,0,0,0,0,0,0,0,0
ENSG00000294354,0,0,0,0,2,0,0,1
ENSG00000294355,2,2,1,5,7,2,2,5
ENSG00000294356,60,64,77,95,88,38,41,102
ENSG00000294357,0,0,1,1,0,0,0,1
ENSG00000294358,0,0,0,0,0,0,0,0
ENSG00000294359,0,0,0,0,0,1,0,0
ENSG00000294360,0,0,0,1,0,0,0,0
ENSG00000294361,0,0,0,0,0,0,0,0
ENSG00000294362,0,0,0,0,1,1,0,1
ENSG00000294363,0,0,0,0,5,1,0,4
ENSG00000294364,0,0,0,0,0,0,0,0
ENSG00000294365,0,1,3,0,0,0,0,1
ENSG00000294366,1,0,0,0,0,0,0,0
ENSG00000294367,0,0,0,0,0,0,1,0
ENSG00000294368,3,1,1,1,0,0,0,0
ENSG00000294369,1,0,0,0,0,0,0,0
ENSG00000294370,0,0,0,0,2,0,0,2
ENSG00000294371,0,0,0,0,2,0,0,0
ENSG00000294372,3,4,0,0,0,0,0,0
ENSG00000294373,0,0,0,0,0,0,0,1
ENSG00000294374,2,2,0,3,0,1,1,1
ENSG00000294375,0,0,0,0,0,0,0,0
ENSG00000294376,0,0,1,0,2,0,1,3
ENSG00000294377,0,0,0,0,0,0,0,0
ENSG00000294378,0,0,0,0,0,0,0,0
ENSG00000294379,0,0,0,0,0,0,0,0
ENSG00000294380,0,0,0,0,0,0,0,0
ENSG00000294381,0,0,1,0,1,2,0,1
ENSG00000294382,0,0,0,0,1,0,0,0
ENSG00000294383,0,0,0,0,0,0,0,0
ENSG00000294384,0,0,0,0,0,1,0,1
ENSG00000294385,2,0,2,0,0,0,0,0
ENSG00000294386,0,1,0,1,0,0,1,1
ENSG00000294387,0,0,0,0,1,0,0,1
ENSG00000294388,4,1,0,1,1,1,0,1
ENSG00000294389,0,0,0,1,3,3,4,6
ENSG00000294390,0,0,0,0,0,0,0,0
ENSG00000294391,0,0,0,0,0,0,0,0
ENSG00000294392,0,0,1,0,3,0,1,0
ENSG00000294393,0,0,0,0,0,0,0,1
ENSG00000294394,0,0,0,0,3,0,1,2
ENSG00000294395,1,1,4,6,1,0,0,0
ENSG00000294396,3,8,4,15,0,0,0,2
ENSG00000294397,0,0,0,0,0,0,0,0
ENSG00000294398,0,0,0,0,0,0,0,0
ENSG00000294399,23,26,29,21,3,3,1,5
ENSG00000294400,0,2,1,1,0,0,0,0
ENSG00000294401,0,0,0,1,4,2,0,3
ENSG00000294402,0,0,0,0,0,0,0,0
ENSG00000294403,0,0,0,0,0,0,0,0
ENSG00000294404,0,0,0,0,0,0,0,0
ENSG00000294405,0,0,0,0,10,3,2,6
ENSG00000294406,0,0,0,0,0,0,0,0
ENSG00000294407,0,0,0,0,0,0,0,0
ENSG00000294408,1,3,3,2,2,0,1,2
ENSG00000294409,0,0,0,0,0,0,0,0
ENSG00000294410,0,0,0,0,0,0,0,0
ENSG00000294411,0,0,0,0,0,0,0,1
ENSG00000294412,1,0,0,0,0,0,0,0
ENSG00000294413,0,0,0,0,0,0,0,0
ENSG00000294414,4,3,5,5,3,1,3,5
ENSG00000294415,0,0,0,0,0,0,0,0
ENSG00000294416,19,13,13,11,0,0,0,0
ENSG00000294417,1,5,3,3,1,0,0,1
ENSG00000294418,82,93,75,74,1,0,0,3
ENSG00000294419,0,0,0,0,0,0,0,0
ENSG00000294420,0,0,0,0,0,1,0,0
ENSG00000294421,1,0,1,0,1,0,0,0
ENSG00000294422,0,0,0,0,0,0,1,0
ENSG00000294423,20,15,20,13,6,0,0,7
ENSG00000294424,1,5,0,2,0,0,0,0
ENSG00000294425,0,0,0,0,0,0,0,0
ENSG00000294426,0,0,0,0,0,0,0,0
ENSG00000294427,0,0,0,0,0,1,0,0
ENSG00000294428,0,0,0,0,1,0,0,1
ENSG00000294429,0,0,0,0,0,0,0,0
ENSG00000294430,0,1,0,0,0,0,0,0
ENSG00000294431,0,0,0,0,0,0,0,0
ENSG00000294432,0,2,4,5,3,1,0,0
ENSG00000294433,0,0,1,0,0,0,0,0
ENSG00000294434,0,0,0,0,0,0,0,0
ENSG00000294435,0,0,0,1,1,2,0,2
ENSG00000294436,0,0,0,0,0,0,0,0
ENSG00000294437,4,4,4,7,0,0,2,2
ENSG00000294438,1,0,1,1,1,1,0,0
ENSG00000294439,0,0,1,0,1,0,0,0
ENSG00000294440,0,0,0,0,0,0,0,0
ENSG00000294441,0,0,0,0,0,0,0,0
ENSG00000294442,1,0,0,0,0,0,0,0
ENSG00000294443,0,0,0,0,0,0,0,0
ENSG00000294444,2,1,1,0,2,2,0,0
ENSG00000294445,0,0,0,0,1,2,1,4
ENSG00000294446,0,0,0,0,1,0,0,0
ENSG00000294447,0,0,1,0,1,0,0,0
ENSG00000294448,0,0,0,0,0,0,0,0
ENSG00000294449,0,0,0,0,0,0,0,0
ENSG00000294450,0,0,1,0,3,0,1,3
ENSG00000294451,0,0,0,0,1,0,0,0
ENSG00000294452,0,0,0,0,0,0,0,0
ENSG00000294453,0,0,0,0,0,0,0,0
ENSG00000294454,0,0,0,0,0,0,0,0
ENSG00000294455,0,0,0,0,0,0,0,0
ENSG00000294456,0,0,0,0,0,0,0,0
ENSG00000294457,0,0,0,0,0,0,0,0
ENSG00000294458,0,0,0,0,3,0,1,2
ENSG00000294459,0,0,1,0,0,0,0,0
ENSG00000294460,0,0,0,1,0,0,0,0
ENSG00000294461,5,2,4,7,8,1,0,4
ENSG00000294462,7,9,12,7,3,4,6,27
ENSG00000294463,0,0,0,0,0,0,0,0
ENSG00000294464,3,4,7,6,2,4,1,3
ENSG00000294465,3,0,2,7,3,0,1,2
ENSG00000294466,0,1,1,2,1,0,1,2
ENSG00000294467,34,53,31,34,6,4,2,7
ENSG00000294468,0,0,0,0,4,2,3,4
ENSG00000294469,0,0,0,0,0,0,1,0
ENSG00000294470,0,0,0,0,1,0,1,2
ENSG00000294471,2,3,2,4,0,0,0,0
ENSG00000294472,0,1,3,2,0,0,0,0
ENSG00000294473,0,0,0,0,0,0,0,0
ENSG00000294474,0,0,0,0,0,0,0,0
ENSG00000294475,2,5,0,7,2,1,0,3
ENSG00000294476,0,0,0,0,0,0,0,0
ENSG00000294477,0,0,0,0,0,0,0,0
ENSG00000294478,0,0,0,0,2,1,0,0
ENSG00000294479,1,11,16,14,0,0,2,0
ENSG00000294480,0,0,0,1,2,0,0,3
ENSG00000294481,0,0,0,1,0,0,0,0
ENSG00000294482,0,0,0,0,0,0,0,0
ENSG00000294483,0,0,0,1,4,1,0,2
ENSG00000294484,0,0,1,0,0,0,0,0
ENSG00000294485,0,0,0,0,2,0,0,0
ENSG00000294486,0,0,1,0,0,0,0,0
ENSG00000294487,0,0,0,0,0,0,0,0
ENSG00000294488,0,0,1,0,1,1,0,6
ENSG00000294489,0,0,0,0,0,1,0,1
ENSG00000294490,0,0,0,0,0,1,1,0
ENSG00000294491,0,0,0,3,0,0,0,0
ENSG00000294492,0,0,0,0,0,0,0,0
ENSG00000294493,18,11,7,8,4,0,2,4
ENSG00000294494,0,0,0,0,0,0,0,0
ENSG00000294495,0,3,2,0,1,0,0,0
ENSG00000294496,0,0,0,0,2,1,1,3
ENSG00000294497,0,0,0,0,1,0,0,0
ENSG00000294498,14,13,11,10,2,1,1,7
ENSG00000294499,1,1,0,3,0,0,0,0
ENSG00000294500,0,0,0,0,1,0,0,3
ENSG00000294501,24,36,61,55,14,10,17,29
ENSG00000294502,0,0,0,0,0,0,0,0
ENSG00000294503,2,5,3,12,3,2,6,1
ENSG00000294504,0,0,0,0,0,0,0,0
ENSG00000294505,0,0,0,0,0,0,0,0
ENSG00000294506,0,0,0,0,0,0,0,0
ENSG00000294507,0,0,0,0,0,0,0,0
ENSG00000294508,0,2,0,0,0,1,0,0
ENSG00000294509,0,0,0,0,0,0,0,0
ENSG00000294510,0,0,0,0,0,0,0,0
ENSG00000294511,0,0,0,1,0,0,1,2
ENSG00000294512,562,376,732,1811,12,5,5,11
ENSG00000294513,0,0,0,0,0,0,0,0
ENSG00000294514,0,0,0,0,0,0,0,0
ENSG00000294515,0,0,0,0,0,0,0,0
ENSG00000294516,0,0,0,0,0,0,0,0
ENSG00000294517,1,0,0,0,0,0,0,0
ENSG00000294518,0,0,0,0,0,0,0,0
ENSG00000294519,3,1,6,5,0,0,0,0
ENSG00000294520,0,0,0,0,0,0,0,2
ENSG00000294521,0,0,0,0,0,0,0,0
ENSG00000294522,0,0,0,0,0,0,0,0
ENSG00000294523,10,10,10,14,3,0,1,0
ENSG00000294524,0,0,0,0,1,0,0,3
ENSG00000294525,0,0,0,0,0,0,0,0
ENSG00000294527,0,0,0,0,0,0,0,0
ENSG00000294528,0,0,0,0,0,0,0,0
ENSG00000294529,0,0,0,0,0,0,0,0
ENSG00000294530,4,8,0,5,2,0,0,0
ENSG00000294531,33,49,49,45,19,3,7,19
ENSG00000294532,0,0,0,0,0,0,0,0
ENSG00000294533,0,0,0,0,4,1,0,5
ENSG00000294534,0,0,0,0,0,0,0,0
ENSG00000294535,0,0,0,0,0,0,0,0
ENSG00000294536,0,0,0,0,0,0,0,0
ENSG00000294537,2,0,1,0,2,0,1,1
ENSG00000294538,1,1,0,2,5,0,0,6
ENSG00000294539,0,0,0,0,0,0,0,0
ENSG00000294540,0,0,0,0,0,0,0,0
ENSG00000294541,0,0,0,0,0,0,0,0
ENSG00000294542,1,0,0,0,0,0,0,0
ENSG00000294543,1,1,1,3,0,0,0,0
ENSG00000294544,0,0,0,0,0,0,0,0
ENSG00000294545,0,0,0,0,0,0,0,0
ENSG00000294546,6,15,10,13,6,2,2,6
ENSG00000294547,0,0,0,0,0,0,0,0
ENSG00000294548,0,0,0,0,0,0,0,0
ENSG00000294549,0,0,0,0,2,0,0,1
ENSG00000294550,2,6,6,12,7,1,4,6
ENSG00000294551,0,0,0,0,0,0,0,0
ENSG00000294552,0,0,0,0,0,0,0,0
ENSG00000294553,0,0,1,0,0,0,0,0
ENSG00000294554,0,0,1,0,0,0,0,1
ENSG00000294555,0,0,0,0,0,0,0,0
ENSG00000294556,2,1,1,0,1,0,3,3
ENSG00000294557,0,0,0,0,0,0,0,1
ENSG00000294558,0,0,0,0,0,0,0,0
ENSG00000294559,0,1,2,0,0,0,0,1
ENSG00000294560,0,0,0,0,0,0,0,0
ENSG00000294561,0,0,0,0,0,0,0,0
ENSG00000294562,0,0,1,0,1,0,0,1
ENSG00000294563,3,3,2,1,1,1,2,2
ENSG00000294564,0,0,0,0,0,0,0,0
ENSG00000294565,13,10,4,7,8,1,2,2
ENSG00000294566,0,0,0,0,0,0,0,0
ENSG00000294567,0,0,0,0,0,0,0,0
ENSG00000294568,0,1,0,0,1,0,0,1
ENSG00000294569,0,0,0,0,0,0,0,0
ENSG00000294570,0,0,0,0,0,0,0,0
ENSG00000294571,0,0,0,0,1,0,0,0
ENSG00000294572,0,0,0,0,0,0,0,0
ENSG00000294573,14,7,16,8,4,2,0,2
ENSG00000294574,0,0,0,0,1,0,1,1
ENSG00000294575,0,0,0,0,0,0,0,0
ENSG00000294576,0,0,0,0,0,0,0,0
ENSG00000294577,0,0,0,0,0,0,0,0
ENSG00000294578,0,2,0,0,0,0,0,0
ENSG00000294579,0,0,0,0,0,0,0,0
ENSG00000294580,0,0,0,0,0,0,0,0
ENSG00000294581,0,0,0,1,0,0,0,1
ENSG00000294582,8,11,27,33,4,5,2,4
ENSG00000294583,0,0,0,0,0,0,0,0
ENSG00000294584,1,5,1,1,4,0,1,2
ENSG00000294585,41,39,77,69,21,5,2,10
ENSG00000294586,0,0,0,0,3,0,0,4
ENSG00000294587,0,0,0,0,0,0,0,0
ENSG00000294588,4,6,16,11,1,1,2,4
ENSG00000294589,0,0,0,0,0,0,0,0
ENSG00000294590,7,2,1,10,0,0,0,0
ENSG00000294591,0,0,0,0,0,0,0,0
ENSG00000294592,0,1,0,0,4,1,1,0
ENSG00000294593,1,0,0,0,0,0,0,0
ENSG00000294594,0,0,0,0,1,4,0,2
ENSG00000294595,4,12,13,26,6,4,7,15
ENSG00000294596,0,0,0,0,30,12,4,9
ENSG00000294597,0,0,0,0,0,0,0,0
ENSG00000294598,1,0,0,0,0,0,0,0
ENSG00000294599,7,13,5,3,4,1,2,7
ENSG00000294600,12,16,20,16,23,6,14,32
ENSG00000294601,0,0,0,0,0,0,0,0
ENSG00000294602,0,0,0,2,0,0,0,0
ENSG00000294603,2,0,2,0,27,7,4,8
ENSG00000294604,4,3,6,6,0,0,0,0
ENSG00000294605,0,0,0,0,0,0,0,0
ENSG00000294606,0,1,2,4,0,0,0,0
ENSG00000294607,10,12,18,21,0,1,0,0
ENSG00000294608,0,0,0,0,0,0,0,0
ENSG00000294609,7,0,0,2,0,4,2,1
ENSG00000294610,0,0,0,0,1,0,0,0
ENSG00000294611,0,0,0,0,0,0,0,0
ENSG00000294612,2,0,1,1,0,0,0,0
ENSG00000294613,0,0,0,0,0,0,0,0
ENSG00000294614,0,1,0,0,28,15,13,29
ENSG00000294615,0,0,0,0,0,0,0,0
ENSG00000294616,1,0,1,0,0,0,0,0
ENSG00000294617,0,0,0,0,0,0,0,0
ENSG00000294618,2,2,1,2,0,1,0,0
ENSG00000294619,0,0,0,0,0,0,0,0
ENSG00000294620,0,0,0,0,0,0,0,0
ENSG00000294621,0,0,0,0,1,0,0,0
ENSG00000294622,0,0,0,0,0,0,0,1
ENSG00000294623,4,0,0,1,1,0,0,0
ENSG00000294624,0,0,0,0,0,0,0,0
ENSG00000294625,0,0,0,0,0,0,0,0
ENSG00000294626,0,0,0,0,0,0,0,0
ENSG00000294627,0,0,0,0,0,0,0,0
ENSG00000294628,0,0,0,0,11,5,1,6
ENSG00000294629,0,0,0,0,0,0,0,0
ENSG00000294630,0,0,0,0,0,0,0,0
ENSG00000294631,0,1,0,0,1,2,0,1
ENSG00000294632,0,0,0,0,0,0,0,0
ENSG00000294633,1,3,10,6,0,0,0,1
ENSG00000294634,0,0,1,0,0,0,0,0
ENSG00000294635,0,0,0,0,3,0,2,3
ENSG00000294636,0,0,0,0,0,0,0,0
ENSG00000294637,0,0,0,0,0,0,0,4
ENSG00000294638,0,0,1,1,4,0,2,4
ENSG00000294639,0,0,0,0,0,0,0,0
ENSG00000294640,0,0,0,1,0,1,0,0
ENSG00000294641,77,98,88,93,4,2,1,10
ENSG00000294642,0,0,0,0,0,0,0,0
ENSG00000294643,0,0,0,0,0,0,0,0
ENSG00000294644,5,0,0,2,0,0,0,0
ENSG00000294645,0,0,0,0,0,0,0,0
ENSG00000294646,0,0,0,0,0,0,0,1
ENSG00000294647,11,6,13,27,1,1,2,6
ENSG00000294648,38,30,33,59,0,0,0,0
ENSG00000294649,13,8,17,11,0,0,0,0
ENSG00000294650,0,0,0,0,0,0,0,0
ENSG00000294651,8,5,8,3,0,0,1,1
ENSG00000294652,0,0,0,1,0,0,0,3
ENSG00000294653,1,0,0,0,0,0,0,0
ENSG00000294654,0,0,0,0,0,0,0,0
ENSG00000294655,42,25,41,39,5,1,1,2
ENSG00000294656,0,0,0,0,8,1,0,7
ENSG00000294657,0,0,0,0,1,0,0,0
ENSG00000294658,0,0,0,0,10,7,3,10
ENSG00000294659,3,1,0,1,5,5,3,11
ENSG00000294660,0,0,0,0,0,0,0,0
ENSG00000294661,0,0,0,0,0,0,1,1
ENSG00000294662,0,0,0,0,0,0,0,0
ENSG00000294663,0,0,0,0,0,0,0,0
ENSG00000294664,0,0,0,0,0,0,0,0
ENSG00000294665,5,0,0,0,0,0,0,0
ENSG00000294666,0,0,0,0,0,0,0,0
ENSG00000294667,2,2,0,1,4,0,3,4
ENSG00000294668,0,0,0,0,0,0,0,0
ENSG00000294669,0,0,0,1,0,0,0,0
ENSG00000294670,1,4,1,2,0,0,0,1
ENSG00000294671,0,0,0,0,1,0,3,2
ENSG00000294672,1,0,1,0,0,0,0,0
ENSG00000294673,0,0,0,0,1,0,0,0
ENSG00000294674,0,0,1,0,0,0,0,2
ENSG00000294675,0,0,0,0,0,0,0,0
ENSG00000294676,0,0,0,0,0,0,1,0
ENSG00000294677,0,0,0,0,2,1,0,0
ENSG00000294678,0,0,0,0,0,0,0,0
ENSG00000294679,3,1,11,4,0,0,0,0
ENSG00000294680,0,0,0,0,0,0,0,0
ENSG00000294681,0,0,0,0,0,0,0,0
